HComment,HCommenter,HContribute,HDate,HThanks,HTime,HTravelType,HTravelerRating,h_Hotel_name,h_reviewer_address,h_reviewer_id,h_title_comment,h_url
"Có, tôi đồng ý với các đánh giá mới nhất. Nó là một nơi rất đẹp nhưng nó cần bảo trì. Chúng tôi không có màn chống muỗi và quạt của chúng tôi không hoạt động. Vòi sen rất nhỏ và không có cửa sổ, vì vậy rất ẩm ướt. May mắn là có một cái quạt nhỏ được cung cấp trong phòng. Không có AC trong phòng và nó đã được bỏ nóng mặc dù. Bữa tối thật đáng yêu, tất cả nguyên liệu tươi ngon. Ăn sáng rất đơn giản.",de-san,707, tháng 4 năm 2018,231,thg 4 2018,N/A,3,Ivory Falls Villa,"Rotterdam, Hà Lan",https://www.tripadvisor.com.vn/Profile/de-san,Môi trường xung quanh đẹp,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html
"Tìm kiếm một nơi để thư giãn trong một vài ngày trên đường đến Lat, chúng tôi đã dành 4 đêm tại Juliets Villas Resort. Chúng tôi phát hiện ra rằng khi chúng tôi đến đó, khách hàng thường là những tay đua dễ dàng ở lại tối đa một hoặc hai đêm vì vậy chúng tôi có một chút bất thường. Biệt thự của chúng tôi lớn và được dọn dẹp hàng ngày. Chiếc giường rất cứng nhưng điều đó đã được trông đợi, và chúng tôi có một cái nhìn tuyệt đẹp về những cánh đồng cà phê (nở rộ!) Và thác nước. Các fan hâm mộ đã không làm việc và chúng tôi yêu cầu một fan hâm mộ sàn được cung cấp. Nước trong vòi sen nóng mặc dù áp lực nước không tốt. Một đầu vòi sen mới sẽ giúp! Chúng tôi đã rất ngạc nhiên khi thấy rằng các tòa nhà và khu vườn trông hơi mòn và cần được chú ý. Đây là một điều đáng tiếc vì khu vực",Bill P,177, tháng 3 năm 2018,26,thg 3 2018,N/A,5,Ivory Falls Villa,Châu Á,https://www.tripadvisor.com.vn/Profile/804billp,Rustic Resort / Homestay trong môi trường xung quanh tươi tốt,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html
"Biệt thự đẹp ở giữa phía Việt Nam. Rất ấm cúng, sạch sẽ và tuyệt vời tại chỗ để thư giãn sau một chuyến đi xe gắn máy dài. Host và nhân viên rất thân thiện, với thác nước rất đẹp / thiết lập đẹp như tranh vẽ. Thức ăn là greAt, bia rẻ và yên bình.",josharias92,11, tháng 7 năm 2017,2,thg 7 2017,Đã du lịch theo đôi,5,Ivory Falls Villa,N/A,https://www.tripadvisor.com.vn/Profile/josharias92,Resort ốc đảo tuyệt vời ở giữa miền quê Việt Nam,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-or5-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html#REVIEWS
"Các cảnh một mình nên cung cấp cho nơi này một 5 * vì nó được thiết lập giữa đất xanh đáng yêu và có thác nước của riêng mình và những gì là căn cứ đáng yêu. Tuy nhiên, các chủ sở hữu đã bắt đầu bỏ bê nơi này và những 'vết nứt' nhỏ đang chuyển sang những cái lớn hơn.
Chúng tôi ở trong biệt thự gia đình và không may, nơi này không được dọn dẹp nhiều trước khi chúng tôi đến. Một trong những tấm ga trải giường có mùi nước tiểu và có dấu hiệu rõ ràng về việc sử dụng bởi một vị khách trước đây. Đó là một mùi mốc trong suốt và màn chống muỗi có rất nhiều ruồi. Căn phòng đầy bụi bặm và không được sạch sẽ trong một thời gian.
Mặc dù có một dấu hiệu nói rằng chờ đợi nước nóng trong 3 phút, sau 10 chúng tôi đã từ bỏ.
Khu vực ăn uống chung có nhiều vết nứt trên sàn lát gạch nguy hiểm.
Thức ăn ngon nhưng kích cỡ của phần không đủ cho bản thân hoặc con tôi.
Nơi này thực sự có thể là một viên ngọc nhưng tiếc là các chủ sở hữu đã không dành thời gian để đảm bảo nó vẫn là một vẻ đẹp thực sự. Hầu hết các doanh nghiệp của họ đến từ hướng dẫn viên du lịch, những người đặt phòng như một điểm dừng chân ban đêm (như chúng tôi). Nếu họ đầu tư một số chi tiết để mang lại cho nơi này trở lại đầu, nó có thể biến thành một viên ngọc ẩn thực sự.",Shel25_7,121, tháng 6 năm 2017,100,thg 6 2017,Đã du lịch với gia đình,2,Ivory Falls Villa,"London, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/Shel25_7,Tôi thực sự muốn cho điểm này cao hơn nhưng .....,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-or5-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html#REVIEWS
"Chúng tôi ở tại biệt thự tuyệt vời của Juliet trong một chuyến đi bằng xe máy từ Phan Thiết đến Đà Lạt. Biệt thự này là một nửa và là cảnh quan tuyệt đẹp. Các khu vườn, thác nước, hồ bơi và các phòng đều là đỉnh cao. Tôi rất muốn khuyên bạn nên ở lại đây, ngay cả khi nó nằm ngoài con đường của bạn. Lần tới tôi sẽ ở lại lâu hơn.

Chúng tôi có bia trong hồ bơi và sau đó ăn tối. Juliet đã châm lửa cho chúng tôi để làm khô đôi giày ướt của chúng tôi bởi và chúng tôi ngồi và chơi trò chơi thẻ và trò chuyện bằng lửa suốt đêm.

Nhược điểm duy nhất là phải đi sớm vào buổi sáng để lấy lại xe đạp.

Mười trên mười.",Lawrence B,39, tháng 5 năm 2017,22,thg 5 2017,Đã du lịch với bạn bè,5,Ivory Falls Villa,"Thành phố Hồ Chí Minh, Việt Nam",https://www.tripadvisor.com.vn/Profile/Highjinx,Biệt thự đẹp trong khu vườn nhiệt đới tươi tốt,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-or5-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html#REVIEWS
"Juliet là điểm dừng chân đầu tiên của chúng tôi trong chuyến đi xe máy nhiều ngày quanh miền Nam Việt Nam, và chúng tôi rất vui vì chúng tôi đã dừng lại ở đây.

Bạn có tầm nhìn tuyệt vời ra núi xung quanh hầu hết các khu nghỉ mát, một hồ bơi đẹp, thức ăn tuyệt vời (chúng tôi đã được nướng thịt vào đêm chúng tôi ở đó) và khu nghỉ mát có thác nước riêng của nó đó là một đi bộ ngắn xuống một số cầu thang.

Các nhân viên là đầu - notch - Juliet mình là một máy chủ tuyệt vời, và cô ấy có một vài người giúp việc làm việc không mệt mỏi để đảm bảo rằng bất cứ điều gì bạn muốn được chăm sóc. Cá nhân, chúng tôi làm ấm mình trước ngọn lửa trong khi có một vài loại bia và thẻ chơi mà là vô cùng thư giãn và một cách tốt để thư giãn sau một ngày đi xe cứng.

Nhược điểm thực sự duy nhất là âm thanh của những con dế thỉnh thoảng bị điếc, nhưng không có nghĩa là một kẻ chia tay. Khá khó để phàn nàn về bản chất quá nhiều, đặc biệt là khi bạn sống ở Sài Gòn, đó là một khu rừng nhiệt đới ở thời điểm tốt nhất.

Nếu chúng tôi định đi qua khu vực này, tôi chắc chắn sẽ tổ chức một đêm khác ở đây.",chrisdsalmon,22, tháng 4 năm 2017,16,thg 5 2017,Đã du lịch với bạn bè,5,Ivory Falls Villa,N/A,https://www.tripadvisor.com.vn/Profile/chrisdsalmon,Ốc đảo nhỏ yên bình,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-or5-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html#REVIEWS
"Chúng tôi qua đêm ở đây trên đường đến Lat. Tài sản cơ bản litte thú vị, cần duy trì và trông hơi mệt mỏi, nhưng cây xanh tạo nên nó. Chúng tôi đã có một bữa tiệc BBQ thú vị vào buổi tối, một trong những bữa ăn ngon nhất trong tuần của chúng tôi tại Việt Nam. Nhân viên khách sạn. Yêu cầu một phòng cách xa ao ếch. Ếch có thể ồn ào vào ban đêm; ) Được khuyến nghị.",PolarBear,257, tháng 4 năm 2017,335,thg 4 2017,Đã du lịch khi công tác,4,Ivory Falls Villa,Singapore,https://www.tripadvisor.com.vn/Profile/PolarbearSingapore,Rustic Little Oasis,https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-or5-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html#REVIEWS
"Các thiết lập là hoàn hảo - một thác nước tự nhiên, quan điểm đáng yêu, và khu vườn hấp dẫn. Bigically, tuy nhiên, khu nghỉ mát này đang suy giảm.

Các phòng đều mệt mỏi và tồi tàn và yêu cầu nâng cấp. Trần nhà của chúng tôi bị đổi màu và bị biến dạng và một nửa đèn không hoạt động. Cái giường không thoải mái và lưới muỗi rải rác với những con côn trùng đã chết. Các khu vườn, trong khi duy trì độc đáo ở một số khía cạnh, cũng cảm thấy suy giảm, với các tính năng nước khô lên và không hoạt động và các bước dẫn xuống thác nước bị phá vỡ và nguy hiểm để hạ xuống. Nó cảm thấy như thể những người chủ đã bỏ rơi và bỏ cuộc.

 Đánh giá cũ hơn nói về nó cảm giác như nhà homestay hoàn hảo, với các chủ sở hữu chào đón, một cặp vợ chồng, tích cực tham gia với các hoạt động của nơi này. Khi chúng tôi ở đó, các chủ sở hữu và con cái của họ không và hoạt động của khu nghỉ mát nhỏ được để lại cho hai nhân viên. Họ làm việc chăm chỉ và rất thân thiện, nhưng những ngày của nó cảm giác như một khu nghỉ mát sôi động, hoặc homestay, không may đã biến mất.

 Có vẻ như Juliets dựa vào, hầu như hoàn toàn, về thương mại từ các tour du lịch xe máy dễ lái và trong suốt thời gian lưu trú của chúng tôi, tất cả khách, ngoài chính chúng tôi, đều dừng chân vào một đêm. Đối với một nửa thời gian của chúng tôi, chúng tôi là những người duy nhất ở đó.

Kỳ lạ thay, Juliets không có trang web. Nếu nó đã làm, nó có thể làm cho rõ ràng rằng khu nghỉ mát có thể dễ dàng truy cập bằng cách chuyển từ sân bay ($ 20) và bởi huấn luyện viên từ Sài Gòn hoặc Đà Lạt. Chúng tôi gần như không đặt sách vì lúc đầu có vẻ như không thể có được mà không có xe máy. Thông tin này cũng có thể được cung cấp tại khu nghỉ mát.

Trong thực tế, rất ít thông tin được cung cấp tại khu nghỉ mát. Chỉ có một thực đơn thực phẩm tồn tại và mặt sau của nó, đề cập ngắn gọn về một số tour du lịch đến một số trang web quan tâm. Bạn có thể thuê xe máy tại Juliets, nhưng không có thông tin hoặc bản đồ và không có chủ sở hữu nói tiếng Anh hiện tại (ít nhất là không phải trong thời gian của chúng tôi), giao tiếp là khó khăn.

Chúng tôi không thuê xe máy, nhưng lang thang khá rộng rãi và phát hiện ra một số địa điểm thú vị và hấp dẫn. Chủ sở hữu nên cố gắng đặt một gói thông tin toàn diện trong mỗi phòng, trong đó có thể bao gồm các chi tiết cho chuyến đi bộ và chuyến đi xe máy được đề xuất. Điều này ít nhất sẽ giúp họ thể hiện sự nhiệt tình trong việc cung cấp cho khách hàng trải nghiệm đầy đủ hơn. Trong thực tế, thông tin hữu ích nhất mà chúng tôi nhận được về nơi để khám phá tại địa phương là từ chủ sở hữu của một đồn điền cà phê gần đó.

Tất cả điều này nghe có vẻ hơi u ám, nhưng tôi nghĩ Juliets có thể thay đổi quỹ đạo hiện tại của nó. Không có một sự phong phú về kinh nghiệm theo dõi được đánh giá cho các du khách nước ngoài tại Việt Nam, đặc biệt là đối với những người không đi xe máy. Do đó, Juliets, ở giữa vùng nông thôn Tây Nguyên, là một viên ngọc thực sự. Bạn có thể đi bộ hàng dặm và bạn sẽ chỉ đáp ứng người dân địa phương, nhiều người trong số họ sẽ được quan tâm để chào đón và bạn. Đây là một phần thân thiện và xinh đẹp của đất nước. Chúng tôi đã thất vọng với các trung tâm du lịch đáng sợ của Việt Nam, vì vậy Juliets đã trở thành một sự nghỉ ngơi tuyệt vời và hồi sinh từ sự phản ứng của lính đánh thuê đất nước đối với du khách nước ngoài.

Các chủ sở hữu có thể trả lại Juliets cho vinh quang trước đây của nó. Với nỗ lực, điều này có thể trở thành một doanh nghiệp rất nổi tiếng và thành công. Tuy nhiên, nếu trái tim của chủ sở hữu không còn ở trong đó, thì có thể đã đến lúc bán nó cho một người có nhiệt huyết và lái xe để mang lại tiềm năng đầy đủ của nó.

Tôi viết điều này với hy vọng chân thành các chủ sở hữu hiện tại thành công.",Coffeeaddict3000,14, tháng 4 năm 2017,12,thg 4 2017,Đã du lịch theo đôi,3,Ivory Falls Villa,N/A,https://www.tripadvisor.com.vn/Profile/Coffeeaddict3000,"Một khu nghỉ mát bị từ chối, nhưng có hy vọng ...",https://www.tripadvisor.com.vn/Hotel_Review-g2155678-d6480600-Reviews-or10-Ivory_Falls_Villa-Di_Linh_Lam_Dong_Province.html#REVIEWS
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g19844636-d21126607-Reviews-River_Hotel-Lien_Nghia_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g19844636-d23527699-Reviews-Khach_S_n_B_o_Hoang_Gia-Lien_Nghia_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d16691416-Reviews-Nam_Nhi_Farm_Villa-Lam_Dong_Lam_Dong_Province.html
Tôi đến đây lần đầu tiên vì thành phố Rừng Madagui đã được đặt đầy đủ vào cuối tuần. Ấn tượng đầu tiên là nơi này rất lớn và yên bình. Tôi chưa bao giờ nghĩ rằng căn phòng này là tốt đẹp. Khu vườn siêu sạch và đẹp. Bạn hoàn toàn có thể dành cả ngày ở ban công để đọc sách hoặc uống cà phê buổi sáng. Nơi tốt để đi xa thành phố lớn.,Lan Anh Tran,10, tháng 5 năm 2019,N/A,thg 5 2019,N/A,5,Nam Nhi Farm Villa,N/A,https://www.tripadvisor.com.vn/Profile/LanAnhT29,Rất thoải mái,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d16691416-Reviews-Nam_Nhi_Farm_Villa-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d13815513-Reviews-Binh_An-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d13961926-Reviews-Leuleu_Mountain_View_Villa_Camping-Lam_Dong_Lam_Dong_Province.html
"cách trung tâm thành phố chỉ 2km nhưng lại có một không gian yên tĩnh, thoáng và sạch sẽ, khu vườn BBQ thích hợp cho các nhóm bạn thích tiệc nướng ngoài trời, view ấn tượng , stye trong phòng đẹp..là một nơi rất thích hợp cho các bạn trẻ và gia đình",Go19373388292,1, tháng 9 năm 2018,N/A,thg 11 2018,N/A,5,Leuleu Mountain View Villa & Camping,N/A,https://www.tripadvisor.com.vn/Profile/Go19373388292,Tuyệt vời,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d13961926-Reviews-Leuleu_Mountain_View_Villa_Camping-Lam_Dong_Lam_Dong_Province.html
"Đó là ngôi nhà rất ấm cúng với 04 phòng riêng và một tầng trên cùng với nệm và đó là nơi lý tưởng cho trẻ em để chia sẻ. Nơi này không xa thị trấn và bất kỳ điểm tham quan nào khác của thành phố. Chủ nhà rất thân thiện và hữu ích. Chúng tôi thuê nhà cho 2 đêm đầy đủ và tất cả chúng tôi đã có kinh nghiệm tốt đẹp ở đây. Chỉ có điều trừ, có muỗi và nên có màn chống muỗi: -)",Thảo Đ,83, tháng 6 năm 2018,30,thg 6 2018,N/A,5,Leuleu Mountain View Villa & Camping,N/A,https://www.tripadvisor.com.vn/Profile/Adventure403346,Nơi rất đẹp để thuê!,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d13961926-Reviews-Leuleu_Mountain_View_Villa_Camping-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d15272817-Reviews-San_Homestay-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d12416704-Reviews-Phuc_Dang_Huy_Hotel-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d4725810-Reviews-Bao_Phu_Hotel-Lam_Dong_Lam_Dong_Province.html
"So special and unique homestay in the countryside where you can start hiking, trekking Ta Nang_ Yavly_ phan dũng 3 days and Masara village. Một nơi tuyệt vời cho các bạn mê xê dịch, nơi khởi đầu cho chuyến Masara và Tà Nang_ phan dũng. Đặc biệt sự mộc mạc và hiếu khách của gia đình Sàn Homestay!",Monom adventure,54, tháng 6 năm 2019,N/A,thg 6 2019,N/A,5,Sàn Homestay,"Tỉnh Lâm Đồng, Việt Nam",https://www.tripadvisor.com.vn/Profile/mullv2017,Trek& homestay,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d15272817-Reviews-San_Homestay-Lam_Dong_Lam_Dong_Province.html
Đây là thiên đường của sự yên tĩnh. Tuy nó ko nằm trên đường quốc lộ nhưng thật sự làm tôi rất hài lòng: cả về phục vụ lẫn hình thức. Nếu đặt chân đến Di Linh nên thử thưởng thức cảm giác của tôi bây giờ: RẤT TUYỆT VỜI,An D,1, tháng 2 năm 2016,N/A,thg 2 2016,N/A,5,Bao Phu Hotel,"Tỉnh Lâm Đồng, Việt Nam",https://www.tripadvisor.com.vn/Profile/doanbaoan2603,TUYỆT VỜI,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d4725810-Reviews-Bao_Phu_Hotel-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d14794383-Reviews-Dalat_Home-Lam_Dong_Lam_Dong_Province.html
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d15329340-Reviews-Xuan_Mai_Villa-Lam_Dong_Lam_Dong_Province.html
"Thực phẩm hữu cơ tuyệt vời, giường ấm cúng và rất sạch sẽ, nhà vệ sinh sạch sẽ  không khí trong lành thực sự tốt và thời tiết mát mẻ, tầm nhìn đẹp, làng truyền thống vùng cao, rất yên bình và hoàn toàn không khí, Thời gian câu cá tuyệt vời Chúng tôi đã đi xe đạp? Vì vậy, máy chủ ấm. Kinh nghiệm tuyệt vời! Sẽ trở lại lần nữa ???. Cảm ơn chị Điền và chị Dì Hiền!",Connector30574910389,5, tháng 11 năm 2018,N/A,thg 12 2018,N/A,5,Sàn Homestay,N/A,https://www.tripadvisor.com.vn/Profile/Connector30574910389,Trải nghiệm tuyệt vời với bạn bè và gia đình ??,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d15272817-Reviews-San_Homestay-Lam_Dong_Lam_Dong_Province.html
dịch vụ tốt phòng để ở phong cảnh đẹp nơi ở dễ tìm dịch vụ mat xa tốt phòng lâu ca fe ngon sinh hoạt tiện lợi nhân viên phục vụ tốt kháh sạn tiên tiến hiện đại không khi trong lành,hien2807,1, tháng 9 năm 2014,N/A,thg 8 2015,N/A,4,Bao Phu Hotel,"Lâm Đồng, Việt Nam",https://www.tripadvisor.com.vn/Profile/hien2807,đã ở 1 thời gian,https://www.tripadvisor.com.vn/Hotel_Review-g298083-d4725810-Reviews-Bao_Phu_Hotel-Lam_Dong_Lam_Dong_Province.html
